# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
388697	84319	literature
80335	8451	literature
1828	25818	literature
54472	84823	literature
6257	8648	literature;signaling
1608	5333	metabolic
116541	6183	complexes
4208	6300	kinase
51466	57556	literature
128	8854	metabolic
5701	5717	complexes;literature
8470	867	literature;signaling
3192	6142	complexes;literature
79801	9589	complexes
29946	51778	binary
369	59349	binary;literature;signaling
3312	5692	literature
114928	3163	binary;signaling
160287	223	metabolic
116541	51073	complexes
7529	867	literature;signaling
11331	3191	literature
81027	9349	complexes
1107	6303	binary;literature;signaling
5371	6790	literature;signaling
1234	6351	literature;signaling
122704	29088	complexes
7430	8795	literature
3309	5562	literature
147841	57082	literature
27040	867	complexes;literature;signaling
10643	10992	complexes
4724	7385	metabolic
2534	2799	binary;literature
1080	11273	literature
27336	9128	complexes
54715	84528	binary;literature;signaling
5094	6134	literature
2932	9862	signaling
5602	6195	kinase
1072	5338	binary;literature
27257	5693	binary;literature;signaling
2197	6173	complexes
3232	60529	literature
57634	9882	binary;literature;signaling
7046	9392	literature;signaling
11338	25873	complexes
1748	26986	literature
51729	6627	complexes
10213	5704	complexes;literature
1643	8533	complexes
23082	7392	literature
11224	6208	complexes
6047	6667	literature
2033	4605	literature;signaling
23007	9651	metabolic
6217	6223	complexes
10920	8454	complexes;literature
22895	25837	literature
4914	57498	literature;signaling
22834	2353	literature
1583	4088	binary;literature
10144	4208	literature
10421	6429	complexes
3693	5029	literature;signaling
11156	26046	literature
2495	4149	literature
6137	6206	complexes
2521	5603	literature
5595	644	literature;kinase
2033	27043	literature;signaling
1499	7048	literature;signaling
1983	79016	literature
5202	6502	complexes
55161	6745	literature
1956	374	literature;signaling
11337	84078	literature
5603	7112	literature
56623	80271	metabolic
10656	9905	binary;literature;signaling
790	8737	literature
3178	3192	complexes
9716	988	complexes
23054	9612	literature
10626	7431	literature
11331	9775	literature
29894	8189	complexes;literature
51517	8976	literature;signaling
2597	6517	literature;signaling
55819	7324	literature
4790	6256	literature;signaling
26034	9265	literature
1659	6633	complexes
10923	5450	literature;signaling
6742	6742	literature
164312	4188	binary;literature
2146	7083	signaling
11171	6636	complexes
51649	6183	complexes
116173	2975	binary
55367	5591	binary;literature
3725	8019	literature
23612	8625	literature
54460	740	complexes
2274	4899	binary
4281	4802	literature
207	8349	literature;signaling
11275	163071	binary
64130	64130	literature
55954	6628	complexes
2625	5915	literature
1457	4605	kinase
10285	84844	complexes;literature
1238	6363	literature;signaling
29763	29993	binary;literature
3020	4678	complexes
2635	9448	literature
2521	5430	literature;signaling
5888	7329	literature;signaling
5335	5879	binary;literature
4735	79666	binary
1196	1889	binary
163126	3066	literature;signaling
26589	6183	complexes
11334	22824	literature
2051	388324	binary
140606	388677	binary
10972	55851	literature
10094	10097	complexes
1017	1981	kinase
1147	7182	literature;signaling
6205	8342	complexes
23028	8819	complexes
25988	8932	literature;signaling
222235	6193	literature
23076	26156	literature
138065	30851	binary
1974	51194	binary
11338	2091	complexes
6628	7756	complexes
51645	9716	complexes
10202	4637	literature
65005	84545	complexes
4292	60493	binary;literature
23710	5294	literature
3146	3235	literature;signaling
4001	7112	literature;signaling
10262	6631	complexes
23451	5250	literature
51747	55696	complexes
3280	5579	kinase
342574	3855	literature;signaling
128308	51253	complexes
55081	55081	literature
2954	3081	metabolic
10985	5356	complexes
6748	6895	literature
3172	8202	signaling
2176	80010	complexes
10015	3832	signaling
342908	4223	binary
4791	9343	literature
222235	6194	literature
6141	6189	complexes;literature
1875	79184	literature
1503	7189	literature
51720	65263	literature
55916	5774	binary
55697	834	binary
2766	2766	binary;literature
55070	64326	complexes;literature
2803	3725	literature
1824	1824	literature
23451	55037	literature
3187	4670	complexes
6383	6678	literature;signaling
10454	331	literature;signaling
6160	72	complexes
6011	857	literature;signaling
5603	5715	literature
4654	5588	kinase
4233	5364	literature;signaling
2091	6222	complexes;literature
7053	9140	literature
6144	9221	complexes
125115	200081	binary
208	7430	kinase
6183	84311	complexes
55696	6633	complexes
23607	7525	literature;signaling
4149	6015	complexes;literature
51116	64965	complexes
10436	1938	literature
56893	9419	binary;literature;signaling
1840	2033	literature;signaling
1609	5332	metabolic
203068	430	literature
10486	60	binary
55211	57096	binary
1958	7157	literature;signaling
27292	6139	literature
6160	7284	complexes
25949	9785	complexes
139341	51100	binary
4093	8888	binary;literature;signaling
5290	8503	literature;signaling
1213	7186	literature
55201	6517	literature;signaling
4602	55904	literature
55194	6449	binary
1609	23007	metabolic
12	12	literature
1956	3732	literature;signaling
10569	26121	complexes
2017	4233	literature;signaling
3619	55143	complexes;literature;binary
1457	997	literature;kinase
3014	8361	literature
27335	7416	literature
55512	9842	binary;literature;signaling
23495	7189	literature;signaling
2874	91404	binary
26608	6137	literature
5208	5210	metabolic
10540	64946	binary
3856	84669	literature
3635	5331	metabolic
1660	6431	complexes
30968	8335	literature
2064	2241	binary;literature
4174	8317	literature;signaling
23765	3605	literature
10971	644815	literature
1615	5917	complexes
26511	80817	binary
5771	998	binary;literature
10483	133619	binary
6464	8660	literature;signaling
2203	5213	metabolic
1282	4318	literature;signaling
23517	4670	complexes
3991	5567	kinase
10081	10992	complexes
3313	9020	literature
1655	5245	literature
3189	7750	literature
5708	573	binary
3550	9589	complexes
2356	25902	metabolic
1024	2100	literature
11137	6128	complexes
6745	9349	literature
3125	388774	signaling
125	220	metabolic
11257	6303	binary;literature
3181	5411	complexes
1173	164	literature
4188	90060	binary;literature;signaling
5345	5653	literature
1070	55183	binary;literature
3608	79084	literature
10081	10594	complexes
10286	22827	complexes
26512	55174	complexes
349565	5169	metabolic
10465	25804	complexes
1915	83939	literature
23013	9589	complexes
2130	311	binary
5829	5921	literature
1659	8559	complexes
23012	8428	literature;kinase
55957	7029	literature
3069	408	literature
51548	5970	binary;literature
29796	4535	metabolic
11040	55565	binary
10915	57680	literature
10808	1457	literature;signaling;kinase
6128	8342	complexes
115426	55284	literature
23582	9841	binary
5704	5706	complexes;literature
6926	6926	literature
4670	8793	literature
10906	55768	binary
1457	7088	kinase
1432	7701	literature
6135	6193	complexes;literature
159162	79618	binary
27229	58490	binary;literature
6314	8357	literature
4734	6340	literature;signaling
117178	56204	binary
23197	55666	literature
7818	8517	literature
4670	7916	binary;literature;signaling
4157	9741	binary
51593	9688	complexes
1508	6590	literature;signaling
10915	2175	literature
57554	9228	literature
26986	8896	complexes
25962	9343	complexes
1527	2059	binary;literature
10036	7341	literature
22906	66008	literature
28977	65008	complexes
22820	9817	literature
4343	9716	complexes
3609	6217	complexes
222484	8503	binary
6714	7442	kinase
55352	8350	literature
51642	6183	complexes
6168	6191	complexes;literature
1398	64780	literature
10919	55758	complexes
2038	23673	literature;signaling
5566	7064	literature;kinase
8784	8995	literature
4519	55967	metabolic
2100	57109	literature
1024	5430	complexes;literature;signaling
10617	9883	binary;signaling
1991	6590	literature;signaling
24144	51729	complexes
10569	23759	complexes
23043	302	literature
26156	6217	complexes
115416	1635	binary
3326	6135	literature
7534	9476	literature
5245	5933	literature;signaling
23499	324	literature
6128	6210	complexes;literature
3949	948	literature
23286	9638	literature;signaling
2534	2534	binary;literature;kinase
3172	4088	literature;signaling
50649	8452	literature
57835	6159	literature
5708	6130	literature
11030	6310	binary;literature;signaling
51631	6156	complexes
2932	8518	literature
4637	920	literature
4093	728689	binary
11338	6235	complexes
6850	7305	literature;signaling;kinase
11051	1654	complexes
6165	6188	complexes;literature
1437	79948	literature
3561	5795	literature;signaling
2908	4488	literature
43	5051	metabolic
3015	3619	literature
128178	7186	binary;literature
387032	84838	binary
335	84867	literature
4089	6498	complexes;literature;signaling;binary
4092	8554	binary;literature;signaling
29117	5717	binary;literature;signaling
5597	7466	signaling
7421	7421	literature
5167	5168	metabolic
4089	440275	literature
821	8844	literature
1488	60528	literature;signaling
26156	81027	complexes
3884	991	literature
4736	6189	complexes
6426	6429	complexes
51649	6154	literature
1387	3661	literature;signaling
154	3760	literature
1267	4543	literature
10018	4282	binary
1654	6627	complexes
3897	5962	literature;signaling
1432	27347	literature;signaling
3551	57805	literature
1457	19	literature;signaling;kinase
287015	54793	binary
26229	5105	metabolic
2099	6198	kinase
5537	5966	literature
1122	5864	literature
10289	3646	literature
26993	7112	literature
1660	6147	complexes;literature
6631	9775	complexes
140735	283385	binary
1153	79002	complexes
6010	6011	literature;signaling;kinase
10801	79016	literature
3093	51588	binary;literature;signaling
3481	3487	literature
10846	4881	metabolic
1912	4733	binary
23013	79002	complexes
1677	1677	literature
10492	51340	complexes
10594	4361	literature
2959	6879	complexes
6222	9045	complexes;literature
140735	1742	literature
5321	5602	kinase
26272	6500	literature;signaling
5523	990	literature;signaling
1660	4736	complexes;literature
334	5582	kinase
389692	4760	literature;signaling
11200	8352	complexes
22938	9785	complexes
3717	5594	kinase
1733	1733	literature
1870	6689	literature
1020	9625	literature
7551	7988	binary;literature
54107	7153	complexes
64840	81029	literature;signaling
81857	9282	complexes
51225	51225	binary
3689	5590	kinase
5787	7454	binary;literature
6748	79084	literature
4485	92597	literature
4342	83878	binary
22919	3106	literature
57129	84545	complexes
10847	26122	literature
79002	9128	complexes
3727	8604	literature
1017	65061	literature
2647	79803	complexes
51100	51103	binary
54922	6237	literature
217	9094	binary;literature;signaling
10270	4171	literature;signaling
10992	1654	complexes
2806	4357	metabolic
112401	7327	literature
1201	55176	literature
10672	5580	literature;signaling
2099	5927	literature;signaling
10524	6310	literature
5927	6908	literature;signaling
2147	2149	literature;signaling
23649	8480	literature
4536	4697	complexes
408	60	literature
7067	9104	signaling
5693	7428	literature
2885	5775	binary;literature
3756	6386	binary
388698	4869	literature
4697	5709	literature
4711	4717	complexes
55957	5664	complexes
11016	2208	binary
3158	5019	metabolic
6257	8661	literature
1740	54910	literature;signaling
3801	80125	binary
387	4659	complexes;literature;signaling
23013	5295	binary;literature
1024	8850	complexes;literature
1351	4869	binary
27131	5610	signaling
3921	6191	complexes;literature
22931	5147	binary;literature
2783	2793	literature
4627	72	complexes
1400	310	signaling
3667	5296	literature;signaling
653509	729238	literature
25855	64426	complexes;literature;binary
7536	79228	complexes
84140	93426	binary
301	4212	binary
3725	6125	literature
4653	975	literature;signaling
10541	1457	kinase
79719	9094	binary;literature;signaling
10741	5933	literature;signaling
2559	2561	literature
9051	9928	literature
10666	5819	literature;signaling
25778	5689	literature
11252	50807	binary;literature
3516	602	regulatory
23710	8408	literature
3881	892	binary
1642	26133	literature
10131	9879	complexes
64951	92259	complexes
6224	9045	complexes;literature
27291	388389	binary
1153	7094	signaling
2885	8871	binary;literature;signaling
339390	3692	binary;literature
292	55299	complexes
3909	3914	literature
5928	8355	literature
6217	6749	literature
1024	6603	complexes
5987	84856	binary
8661	8667	complexes;literature
310	55611	signaling
128710	23710	literature
4686	79228	complexes
2099	23471	literature
23421	3092	binary;literature
400569	892	complexes
29920	58510	metabolic
2554	5582	literature;signaling
2643	2643	binary;literature
8349	8361	literature
51135	7189	literature;signaling
8573	9873	literature;signaling
1912	6477	binary
3326	6194	literature
117144	386681	binary
1019	6117	literature
22883	322	literature;signaling
147686	5058	literature
367	6736	literature;signaling
613	6464	literature;signaling
10921	8220	complexes
4223	81704	binary
2977	5146	metabolic
3064	4760	literature
6193	6208	complexes
2316	324	literature
5500	997	binary;literature
25942	9219	complexes;literature
10000	5879	kinase
1493	6777	literature;signaling
10392	22861	literature
466	818	literature;signaling
2908	5452	literature;signaling
10783	10945	literature
1464	80852	literature;signaling
1131	9737	literature;signaling
10006	8440	literature;signaling
127829	22827	binary
6364	7189	literature
10252	2885	literature;signaling
2588	55907	metabolic
467	5970	binary;literature
29088	64979	complexes
23759	6631	complexes
55681	7150	complexes
23612	9343	literature
3320	8662	literature
25873	6234	complexes
1417	2885	binary;literature
6748	8764	literature
285782	55773	binary
23612	4700	literature
3757	7533	literature;signaling
5337	6009	literature
1488	2313	binary
3569	6456	binary;literature;signaling
7919	8449	complexes
10488	84975	binary
3667	6464	literature;signaling
4288	6714	binary;literature
1725	79873	binary;literature
1020	140545	literature
200845	9360	binary
7534	8239	literature
3176	8639	metabolic
26156	6139	literature
5430	6917	literature;signaling
386681	79065	binary
25885	3609	literature
1523	9138	signaling
2130	6944	binary;literature;signaling
